,loss,val_loss
0,0.00035478861536830664,0.0004902387736365199
1,0.000393747235648334,0.0004784537013620138
2,0.0003900107985828072,0.0004730958607979119
3,0.00039056141395121813,0.0004857799503952265
4,0.0003887247003149241,0.00048792484449222684
5,0.0003851546498481184,0.00047870431444607675
6,0.0003414425009395927,0.000255432038102299
7,0.00033083997550420463,0.00041882036020979285
8,0.00037776175304315984,0.00046528340317308903
9,0.00037793951923958957,0.0004581232205964625
10,0.0003749005845747888,0.00044728993088938296
11,0.0003722455585375428,0.00043780621490441263
12,0.0003702043613884598,0.00043154475861229
13,0.00036860432010143995,0.00042619757005013525
14,0.0003668538702186197,0.00041737029096111655
15,0.00036484826705418527,0.00040791797800920904
16,0.00036117256968282163,0.00039780442602932453
17,0.00036065722815692425,0.0003923808690160513
18,0.00035910384031012654,0.0003853424859698862
19,0.0003575824375730008,0.0003785227017942816
20,0.0003559402539394796,0.00037191720912232995
21,0.0003543785715010017,0.00036529049975797534
22,0.00035268181818537414,0.0003592353605199605
23,0.0003512476396281272,0.00035534059861674905
24,0.00035003412631340325,0.00034842774039134383
25,0.0003486307105049491,0.0003435128601267934
26,0.000347395078279078,0.00033756106859073043
27,0.0003460986481513828,0.00033152877585962415
28,0.0003448475617915392,0.00032835666206665337
29,0.0003441733424551785,0.0003246620181016624
